Course ID,Term Code,Term Descr,Session,Subject,Catalog Nbr,Section,Component Code,Class Nbr,Course Title,Location Code,Instruction Mode code,Meeting Pattern Nbr,Room Code,Building Code,Room,Class Start Time,Class End Time,Mon,Tues,Wed,Thurs,Fri,Sat,Sun,DD,MM,MM,MM,YYYY,Start Date (DD/MM/YYYY),DD,,MM,YYYY,End Date (DD/MM/YYYY),End Date (DD/MM/YYYY),End Date (DD/MM/YYYY),End Date (DD/MM/YYYY)
5062,2184,Winter 2019,13W,COEN,311,YJ-X,LAB,4339,COMP ORGANIZATION + SOFTWARE,SGW,P,6,H813,H,813,14.50.00,17.35.00,N,N,N,N,Y,N,N,24,3,3,03,2019,24/03/2019,30,3,03,2019,30/03/2019,,30/03/2019,30/03/2019
5062,2184,Winter 2019,13W,COEN,311,YJ-X,LAB,4339,COMP ORGANIZATION + SOFTWARE,SGW,P,7,H813,H,813,14.50.00,17.35.00,N,N,N,N,Y,N,N,7,4,,4,2019,7/4/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5070,2184,Winter 2019,13W,COEN,346,YK-X,LAB,6973,OPERATING SYSTEMS,SGW,P,1,H819,H,819,17.45.00,20.30.00,N,Y,N,N,N,N,N,7,1,,1,2019,7/1/2019,12,1,1,2019,12/1/2019,12/1/2019,43800,12/1/2019
5070,2184,Winter 2019,13W,COEN,346,YK-X,LAB,6973,OPERATING SYSTEMS,SGW,P,2,H819,H,819,17.45.00,20.30.00,N,Y,N,N,N,N,N,20,1,,1,2019,20/01/2019,26,1,1,2019,26/01/2019,,26/01/2019,26/01/2019
5070,2184,Winter 2019,13W,COEN,346,YK-X,LAB,6973,OPERATING SYSTEMS,SGW,P,3,H819,H,819,17.45.00,20.30.00,N,Y,N,N,N,N,N,3,2,,2,2019,3/2/2019,9,2,2,2019,9/2/2019,9/2/2019,43710,9/2/2019
5070,2184,Winter 2019,13W,COEN,346,YK-X,LAB,6973,OPERATING SYSTEMS,SGW,P,4,H819,H,819,17.45.00,20.30.00,N,Y,N,N,N,N,N,17,2,2,02,2019,17/02/2019,23,2,02,2019,23/02/2019,,23/02/2019,23/02/2019
5070,2184,Winter 2019,13W,COEN,346,YK-X,LAB,6973,OPERATING SYSTEMS,SGW,P,5,H819,H,819,17.45.00,20.30.00,N,Y,N,N,N,N,N,10,3,,3,2019,10/3/2019,16,3,03,2019,16/03/2019,,16/03/2019,16/03/2019
5070,2184,Winter 2019,13W,COEN,346,YK-X,LAB,6973,OPERATING SYSTEMS,SGW,P,6,H819,H,819,17.45.00,20.30.00,N,Y,N,N,N,N,N,24,3,3,03,2019,24/03/2019,30,3,03,2019,30/03/2019,,30/03/2019,30/03/2019
5070,2184,Winter 2019,13W,COEN,346,YK-X,LAB,6973,OPERATING SYSTEMS,SGW,P,7,H819,H,819,17.45.00,20.30.00,N,Y,N,N,N,N,N,7,4,,4,2019,7/4/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5062,2184,Winter 2019,13W,COEN,311,YK-X,LAB,5538,COMP ORGANIZATION + SOFTWARE,SGW,P,1,H813,H,813,14.45.00,17.30.00,N,N,N,N,Y,N,N,13,1,,1,2019,13/01/2019,19,1,1,2019,19/01/2019,,19/01/2019,19/01/2019
5062,2184,Winter 2019,13W,COEN,311,YK-X,LAB,5538,COMP ORGANIZATION + SOFTWARE,SGW,P,2,H813,H,813,14.45.00,17.30.00,N,N,N,N,Y,N,N,27,1,,1,2019,27/01/2019,2,2,2,2019,2/2/2019,2/2/2019,43498,2/2/2019
5062,2184,Winter 2019,13W,COEN,311,YK-X,LAB,5538,COMP ORGANIZATION + SOFTWARE,SGW,P,3,H813,H,813,14.45.00,17.30.00,N,N,N,N,Y,N,N,10,2,,2,2019,10/2/2019,16,2,02,2019,16/02/2019,,16/02/2019,16/02/2019
5062,2184,Winter 2019,13W,COEN,311,YK-X,LAB,5538,COMP ORGANIZATION + SOFTWARE,SGW,P,4,H813,H,813,14.45.00,17.30.00,N,N,N,N,Y,N,N,3,3,,3,2019,3/3/2019,9,3,3,2019,9/3/2019,9/3/2019,43711,9/3/2019
5062,2184,Winter 2019,13W,COEN,311,YK-X,LAB,5538,COMP ORGANIZATION + SOFTWARE,SGW,P,5,H813,H,813,14.45.00,17.30.00,N,N,N,N,Y,N,N,17,3,3,03,2019,17/03/2019,23,3,03,2019,23/03/2019,,23/03/2019,23/03/2019
5062,2184,Winter 2019,13W,COEN,311,YK-X,LAB,5538,COMP ORGANIZATION + SOFTWARE,SGW,P,6,H813,H,813,14.45.00,17.30.00,N,N,N,N,Y,N,N,31,3,3,03,2019,31/03/2019,6,4,4,2019,6/4/2019,6/4/2019,43620,6/4/2019
5062,2184,Winter 2019,13W,COEN,311,YL-X,LAB,7304,COMP ORGANIZATION + SOFTWARE,SGW,P,1,H813,H,813,14.45.00,17.30.00,N,N,N,Y,N,N,N,13,1,,1,2019,13/01/2019,19,1,1,2019,19/01/2019,,19/01/2019,19/01/2019
5062,2184,Winter 2019,13W,COEN,311,YL-X,LAB,7304,COMP ORGANIZATION + SOFTWARE,SGW,P,2,H813,H,813,14.45.00,17.30.00,N,N,N,Y,N,N,N,27,1,,1,2019,27/01/2019,2,2,2,2019,2/2/2019,2/2/2019,43498,2/2/2019
5062,2184,Winter 2019,13W,COEN,311,YL-X,LAB,7304,COMP ORGANIZATION + SOFTWARE,SGW,P,3,H813,H,813,14.45.00,17.30.00,N,N,N,Y,N,N,N,10,2,,2,2019,10/2/2019,16,2,02,2019,16/02/2019,,16/02/2019,16/02/2019
5062,2184,Winter 2019,13W,COEN,311,YL-X,LAB,7304,COMP ORGANIZATION + SOFTWARE,SGW,P,4,H813,H,813,14.45.00,17.30.00,N,N,N,Y,N,N,N,3,3,,3,2019,3/3/2019,9,3,3,2019,9/3/2019,9/3/2019,43711,9/3/2019
5062,2184,Winter 2019,13W,COEN,311,YL-X,LAB,7304,COMP ORGANIZATION + SOFTWARE,SGW,P,5,H813,H,813,14.45.00,17.30.00,N,N,N,Y,N,N,N,17,3,3,03,2019,17/03/2019,23,3,03,2019,23/03/2019,,23/03/2019,23/03/2019
5062,2184,Winter 2019,13W,COEN,311,YL-X,LAB,7304,COMP ORGANIZATION + SOFTWARE,SGW,P,6,H813,H,813,14.45.00,17.30.00,N,N,N,Y,N,N,N,31,3,3,03,2019,31/03/2019,6,4,4,2019,6/4/2019,6/4/2019,43620,6/4/2019
5364,2184,Winter 2019,13W,COMP,249,A-X,LAB,4939,OBJ-ORIENTED PROGRAMMING II,SGW,P,1,H811,H,811,16.30.00,17.30.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5363,2184,Winter 2019,13W,COMP,248,A-X,LAB,6467,OBJ-ORIENTED PROGRAMMING I,SGW,P,1,H831,H,831,20.00.00,21.00.00,N,N,N,N,Y,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5363,2184,Winter 2019,13W,COMP,248,C-X,LAB,6469,OBJ-ORIENTED PROGRAMMING I,SGW,P,1,H917,H,917,20.00.00,21.00.00,N,N,N,N,Y,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5363,2184,Winter 2019,13W,COMP,248,D-X,LAB,4930,OBJ-ORIENTED PROGRAMMING I,SGW,P,1,H831,H,831,13.35.00,14.35.00,N,N,N,N,Y,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5363,2184,Winter 2019,13W,COMP,248,E-X,LAB,4931,OBJ-ORIENTED PROGRAMMING I,SGW,P,1,H903,H,903,13.35.00,14.35.00,N,N,Y,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5337,2184,Winter 2019,13W,COMP,218,EC A,TUT,4891,FUNDAMENTALS OF PROGRAMMING,SGW,P,1,H967,H,967,17.45.00,19.25.00,N,Y,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5337,2184,Winter 2019,13W,COMP,218,EC B,TUT,4892,FUNDAMENTALS OF PROGRAMMING,SGW,P,1,H967,H,967,10.15.00,11.55.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5337,2184,Winter 2019,13W,COMP,218,EC C,TUT,8300,FUNDAMENTALS OF PROGRAMMING,SGW,P,1,H903,H,903,10.15.00,11.55.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5363,2184,Winter 2019,13W,COMP,248,F-X,LAB,5548,OBJ-ORIENTED PROGRAMMING I,SGW,P,1,H907,H,907,13.35.00,14.35.00,N,N,Y,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5567,2184,Winter 2019,13W,COMP,6231,FFFI,LAB,7989,DISTRIBUTED SYSTEM DESIGN,SGW,P,1,H903,H,903,20.30.00,22.20.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5567,2184,Winter 2019,13W,COMP,6231,FFFJ,LAB,7990,DISTRIBUTED SYSTEM DESIGN,SGW,P,1,H831,H,831,20.30.00,22.20.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5567,2184,Winter 2019,13W,COMP,6231,FFFK,LAB,7991,DISTRIBUTED SYSTEM DESIGN,SGW,P,1,H903,H,903,20.30.00,22.20.00,N,Y,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5363,2184,Winter 2019,13W,COMP,248,G-X,LAB,4935,OBJ-ORIENTED PROGRAMMING I,SGW,P,1,H903,H,903,16.35.00,17.35.00,N,N,N,N,Y,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5363,2184,Winter 2019,13W,COMP,248,H-X,LAB,5549,OBJ-ORIENTED PROGRAMMING I,SGW,P,1,H817,H,817,16.35.00,17.35.00,N,N,N,N,Y,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5363,2184,Winter 2019,13W,COMP,248,I-X,LAB,6298,OBJ-ORIENTED PROGRAMMING I,SGW,P,1,H831,H,831,16.35.00,17.35.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5412,2184,Winter 2019,13W,COMP,361,NN,LEC,1721,ELEMENTARY NUMERICAL METHODS,SGW,P,1,H920,H,920,17.45.00,20.15.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
40335,2184,Winter 2019,13W,COMP,5611,NN,LEC,1758,ELEMENTARY NUMERICAL METHODS,SGW,P,1,H920,H,920,17.45.00,20.15.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5412,2184,Winter 2019,13W,COMP,361,NNNA,TUT,1720,ELEMENTARY NUMERICAL METHODS,SGW,P,1,H920,H,920,20.30.00,21.20.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
40335,2184,Winter 2019,13W,COMP,5611,NNNA,TUT,1757,ELEMENTARY NUMERICAL METHODS,SGW,P,1,H920,H,920,20.30.00,21.20.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
40353,2184,Winter 2019,13W,COMP,6721,NNNI,LAB,1767,INTRO TO A.I.,SGW,P,1,H843,H,843,20.25.00,22.25.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5482,2184,Winter 2019,13W,COMP,472,NNNI,LAB,1732,ARTIFICIAL INTELLIGENCE,SGW,P,1,H843,H,843,20.25.00,22.25.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5482,2184,Winter 2019,13W,COMP,472,NNNJ,LAB,1734,ARTIFICIAL INTELLIGENCE,SGW,P,1,H929,H,929,17.45.00,19.45.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
40353,2184,Winter 2019,13W,COMP,6721,NNNJ,LAB,1766,INTRO TO A.I.,SGW,P,1,H929,H,929,17.45.00,19.45.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5482,2184,Winter 2019,13W,COMP,472,NNNK,LAB,1735,ARTIFICIAL INTELLIGENCE,SGW,P,1,H847,H,847,20.25.00,22.25.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
40353,2184,Winter 2019,13W,COMP,6721,NNNK,LAB,1769,INTRO TO A.I.,SGW,P,1,H847,H,847,20.25.00,22.25.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
40353,2184,Winter 2019,13W,COMP,6721,NNNL,LAB,8173,INTRO TO A.I.,SGW,P,1,H849,H,849,20.25.00,22.25.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5482,2184,Winter 2019,13W,COMP,472,NNNL,LAB,8185,ARTIFICIAL INTELLIGENCE,SGW,P,1,H849,H,849,20.25.00,22.25.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5482,2184,Winter 2019,13W,COMP,472,NNNM,LAB,8186,ARTIFICIAL INTELLIGENCE,SGW,P,1,H817,H,817,20.25.00,22.25.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
40353,2184,Winter 2019,13W,COMP,6721,NNNM,LAB,8174,INTRO TO A.I.,SGW,P,1,H817,H,817,20.25.00,22.25.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
40353,2184,Winter 2019,13W,COMP,6721,NNNN,LAB,8175,INTRO TO A.I.,SGW,P,1,H825,H,825,17.45.00,19.45.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5482,2184,Winter 2019,13W,COMP,472,NNNN,LAB,8187,ARTIFICIAL INTELLIGENCE,SGW,P,1,H825,H,825,17.45.00,19.45.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
40353,2184,Winter 2019,13W,COMP,6721,NNNO,LAB,8176,INTRO TO A.I.,SGW,P,1,H827,H,827,17.45.00,19.45.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5482,2184,Winter 2019,13W,COMP,472,NNNO,LAB,8188,ARTIFICIAL INTELLIGENCE,SGW,P,1,H827,H,827,17.45.00,19.45.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5411,2184,Winter 2019,13W,COMP,354,PP,LEC,1719,SOFTWARE ENGINEERING I,SGW,P,1,H820,H,820,17.45.00,20.15.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5364,2184,Winter 2019,13W,COMP,249,S-X,LAB,8524,OBJ-ORIENTED PROGRAMMING II,SGW,P,1,H854,H,854,16.30.00,17.30.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5363,2184,Winter 2019,13W,COMP,248,U,LEC,4927,OBJ-ORIENTED PROGRAMMING I,SGW,P,1,H920,H,920,10.15.00,11.30.00,N,N,Y,N,Y,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5363,2184,Winter 2019,13W,COMP,248,U,LEC,4927,OBJ-ORIENTED PROGRAMMING I,SGW,P,1,H920,H,920,10.15.00,11.30.00,N,N,Y,N,Y,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5406,2184,Winter 2019,13W,COMP,346,UU,LEC,6470,OPERATING SYSTEMS,SGW,P,1,H820,H,820,17.45.00,20.15.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5406,2184,Winter 2019,13W,COMP,346,UU,LEC,6470,OPERATING SYSTEMS,SGW,P,1,H820,H,820,17.45.00,20.15.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5363,2184,Winter 2019,13W,COMP,248,W,LEC,4932,OBJ-ORIENTED PROGRAMMING I,SGW,P,1,H920,H,920,11.45.00,13.00.00,N,N,Y,N,Y,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5363,2184,Winter 2019,13W,COMP,248,W,LEC,4932,OBJ-ORIENTED PROGRAMMING I,SGW,P,1,H920,H,920,11.45.00,13.00.00,N,N,Y,N,Y,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5527,2184,Winter 2019,13W,COMP,5481,WW,LEC,6751,PROGRAM G + PROBLEM SOLVING,SGW,P,1,H937,H,937,17.45.00,20.15.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5364,2184,Winter 2019,13W,COMP,249,WW,LEC,6299,OBJ-ORIENTED PROGRAMMING II,SGW,P,1,H920,H,920,17.45.00,20.15.00,N,N,N,N,Y,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5415,2184,Winter 2019,13W,COMP,371,WWWI,LAB,1724,COMPUTER GRAPHICS,SGW,P,1,H831,H,831,16.15.00,18.05.00,N,N,Y,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5415,2184,Winter 2019,13W,COMP,371,WWWJ,LAB,1725,COMPUTER GRAPHICS,SGW,P,1,H845,H,845,20.30.00,22.20.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5415,2184,Winter 2019,13W,COMP,371,WWWK,LAB,5261,COMPUTER GRAPHICS,SGW,P,1,H843,H,843,15.45.00,17.35.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5415,2184,Winter 2019,13W,COMP,371,WWWL,LAB,8513,COMPUTER GRAPHICS,SGW,P,1,H854,H,854,20.30.00,22.20.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5415,2184,Winter 2019,13W,COMP,371,WWWM,LAB,8514,COMPUTER GRAPHICS,SGW,P,1,H847,H,847,15.45.00,17.35.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5409,2184,Winter 2019,13W,COMP,352,X,LEC,1709,DATA STRUCTURES + ALGORITHMS,SGW,P,1,H920,H,920,13.15.00,14.30.00,Y,N,Y,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5410,2184,Winter 2019,13W,COMP,353,YI-Y,LAB,8363,DATABASES,SGW,P,1,H847,H,847,17.15.00,19.05.00,N,N,Y,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5410,2184,Winter 2019,13W,COMP,353,YJ-Y,LAB,8364,DATABASES,SGW,P,1,H847,H,847,17.15.00,19.05.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
5410,2184,Winter 2019,13W,COMP,353,YK-Y,LAB,8365,DATABASES,SGW,P,1,H847,H,847,19.15.00,21.05.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
7210,2184,Winter 2019,13W,ECON,318,C,LEC,1988,CANADIAN ECON POLICY+INSTIT.,SGW,P,1,H920,H,920,16.15.00,17.30.00,N,Y,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
7170,2184,Winter 2019,13W,ECON,222,X C,TUT,7390,STATISTICAL METHODS II,SGW,P,1,H937,H,937,13.15.00,14.30.00,N,N,N,N,Y,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
7170,2184,Winter 2019,13W,ECON,222,X D,TUT,7391,STATISTICAL METHODS II,SGW,P,1,H937,H,937,13.15.00,14.30.00,N,N,N,N,Y,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
7170,2184,Winter 2019,13W,ECON,222,X EE,TUT,7392,STATISTICAL METHODS II,SGW,P,1,H937,H,937,13.15.00,14.30.00,N,N,N,N,Y,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
7679,2184,Winter 2019,13W,EDUC,302,B,LEC,2038,WORKING IN DHLD: LDRSHP/ORG,SGW,P,1,H920,H,920,14.45.00,17.30.00,Y,N,N,N,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
7655,2184,Winter 2019,13W,EDUC,211,B,LEC,7410,CHILD DEVELOPMENT I,SGW,P,1,H820,H,820,08.45.00,10.00.00,N,Y,N,Y,N,N,N,7,1,,1,2019,7/1/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
7963,2184,Winter 2019,13W,ELEC,311,HI-X,LAB,4539,ELECTRONICS I,SGW,P,1,H855,H,855,17.45.00,20.30.00,N,N,N,N,Y,N,N,7,1,,1,2019,7/1/2019,12,1,1,2019,12/1/2019,12/1/2019,43800,12/1/2019
7963,2184,Winter 2019,13W,ELEC,311,HI-X,LAB,4539,ELECTRONICS I,SGW,P,2,H855,H,855,17.45.00,20.30.00,N,N,N,N,Y,N,N,20,1,,1,2019,20/01/2019,26,1,1,2019,26/01/2019,,26/01/2019,26/01/2019
7963,2184,Winter 2019,13W,ELEC,311,HI-X,LAB,4539,ELECTRONICS I,SGW,P,3,H855,H,855,17.45.00,20.30.00,N,N,N,N,Y,N,N,3,2,,2,2019,3/2/2019,9,2,2,2019,9/2/2019,9/2/2019,43710,9/2/2019
7963,2184,Winter 2019,13W,ELEC,311,HI-X,LAB,4539,ELECTRONICS I,SGW,P,4,H855,H,855,17.45.00,20.30.00,N,N,N,N,Y,N,N,17,2,2,02,2019,17/02/2019,23,2,02,2019,23/02/2019,,23/02/2019,23/02/2019
7963,2184,Winter 2019,13W,ELEC,311,HI-X,LAB,4539,ELECTRONICS I,SGW,P,5,H855,H,855,17.45.00,20.30.00,N,N,N,N,Y,N,N,10,3,,3,2019,10/3/2019,16,3,03,2019,16/03/2019,,16/03/2019,16/03/2019
7963,2184,Winter 2019,13W,ELEC,311,HI-X,LAB,4539,ELECTRONICS I,SGW,P,6,H855,H,855,17.45.00,20.30.00,N,N,N,N,Y,N,N,24,3,3,03,2019,24/03/2019,30,3,03,2019,30/03/2019,,30/03/2019,30/03/2019
7963,2184,Winter 2019,13W,ELEC,311,HI-X,LAB,4539,ELECTRONICS I,SGW,P,7,H855,H,855,17.45.00,20.30.00,N,N,N,N,Y,N,N,7,4,,4,2019,7/4/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
7966,2184,Winter 2019,13W,ELEC,321,HI-X,LAB,2096,INTRO/SEMICONDUCT.MAT+DEVS,SGW,P,1,H861,H,861,17.45.00,20.30.00,N,N,N,Y,N,N,N,7,1,,1,2019,7/1/2019,12,1,1,2019,12/1/2019,12/1/2019,43800,12/1/2019
7966,2184,Winter 2019,13W,ELEC,321,HI-X,LAB,2096,INTRO/SEMICONDUCT.MAT+DEVS,SGW,P,2,H861,H,861,17.45.00,20.30.00,N,N,N,Y,N,N,N,20,1,,1,2019,20/01/2019,26,1,1,2019,26/01/2019,,26/01/2019,26/01/2019
7966,2184,Winter 2019,13W,ELEC,321,HI-X,LAB,2096,INTRO/SEMICONDUCT.MAT+DEVS,SGW,P,3,H861,H,861,17.45.00,20.30.00,N,N,N,Y,N,N,N,3,2,,2,2019,3/2/2019,9,2,2,2019,9/2/2019,9/2/2019,43710,9/2/2019
7966,2184,Winter 2019,13W,ELEC,321,HI-X,LAB,2096,INTRO/SEMICONDUCT.MAT+DEVS,SGW,P,4,H861,H,861,17.45.00,20.30.00,N,N,N,Y,N,N,N,17,2,2,02,2019,17/02/2019,23,2,02,2019,23/02/2019,,23/02/2019,23/02/2019
7966,2184,Winter 2019,13W,ELEC,321,HI-X,LAB,2096,INTRO/SEMICONDUCT.MAT+DEVS,SGW,P,5,H861,H,861,17.45.00,20.30.00,N,N,N,Y,N,N,N,10,3,,3,2019,10/3/2019,16,3,03,2019,16/03/2019,,16/03/2019,16/03/2019
7966,2184,Winter 2019,13W,ELEC,321,HI-X,LAB,2096,INTRO/SEMICONDUCT.MAT+DEVS,SGW,P,6,H861,H,861,17.45.00,20.30.00,N,N,N,Y,N,N,N,24,3,3,03,2019,24/03/2019,30,3,03,2019,30/03/2019,,30/03/2019,30/03/2019
7966,2184,Winter 2019,13W,ELEC,321,HI-X,LAB,2096,INTRO/SEMICONDUCT.MAT+DEVS,SGW,P,7,H861,H,861,17.45.00,20.30.00,N,N,N,Y,N,N,N,7,4,,4,2019,7/4/2019,13,4,04,2019,13/04/2019,,13/04/2019,13/04/2019
7963,2184,Winter 2019,13W,ELEC,311,HJ-X,LAB,4540,ELECTRONICS I,SGW,P,1,H855,H,855,17.45.00,20.30.00,N,N,N,N,Y,N,N,13,1,,1,2019,13/01/2019,19,1,1,2019,19/01/2019,,19/01/2019,19/01/2019
7963,2184,Winter 2019,13W,ELEC,311,HJ-X,LAB,4540,ELECTRONICS I,SGW,P,2,H855,H,855,17.45.00,20.30.00,N,N,N,N,Y,N,N,27,1,,1,2019,27/01/2019,2,2,2,2019,2/2/2019,2/2/2019,43498,2/2/2019
7963,2184,Winter 2019,13W,ELEC,311,HJ-X,LAB,4540,ELECTRONICS I,SGW,P,3,H855,H,855,17.45.00,20.30.00,N,N,N,N,Y,N,N,10,2,,2,2019,10/2/2019,16,2,02,2019,16/02/2019,,16/02/2019,16/02/2019
7963,2184,Winter 2019,13W,ELEC,311,HJ-X,LAB,4540,ELECTRONICS I,SGW,P,4,H855,H,855,17.45.00,20.30.00,N,N,N,N,Y,N,N,3,3,,3,2019,3/3/2019,9,3,3,2019,9/3/2019,9/3/2019,43711,9/3/2019
